,,,,,Name,Date,User,ID,Comments,
,,,,,Game_theory,¬2006-01-13T17:35:48Z,¬ip:24.136.104.187,¬ip:24.136.104.187,¬,¬0
,,,,,Game_theory,¬2006-01-13T17:36:57Z,¬ip:24.136.104.187,¬ip:24.136.104.187,¬,¬0
,,,,,Game_theory,¬2006-01-13T17:39:50Z,¬Curps,¬44727,¬Reverted edits by [[Special:Contributions/24.136.104.187|24.136.104.187]] ([[User talk:24.136.104.187|talk]]) to last version by Pgk ,¬0
,,,,,Game_theory,¬2006-01-13T17:56:34Z,¬ip:69.162.169.78,¬ip:69.162.169.78,¬,¬0
,,,,,Game_theory,¬2006-01-13T17:56:52Z,¬Bluemoose,¬178836,¬Reverted edits by [[Special:Contributions/69.162.169.78|69.162.169.78]] ([[User talk:69.162.169.78|talk]]) to last version by Curps ,¬0
,,,,,Game_theory,¬2006-01-13T18:09:38Z,¬ip:131.107.0.106,¬ip:131.107.0.106,¬,¬0
,,,,,Game_theory,¬2006-01-13T18:09:54Z,¬ip:131.107.0.106,¬ip:131.107.0.106,¬,¬0
,,,,,Game_theory,¬2006-01-13T18:28:53Z,¬ip:83.67.38.250,¬ip:83.67.38.250,¬/* Perfect information and imperfect information */ ,¬0
,,,,,Game_theory,¬2006-01-13T18:29:22Z,¬ip:83.67.38.250,¬ip:83.67.38.250,¬/* Perfect information and imperfect information */ ,¬0
,,,,,Game_theory,¬2006-01-13T18:50:21Z,¬ip:84.66.226.18,¬ip:84.66.226.18,¬,¬0
,,,,,Game_theory,¬2006-01-13T18:52:34Z,¬ip:194.47.215.48,¬ip:194.47.215.48,¬,¬0
,,,,,Game_theory,¬2006-01-13T18:53:15Z,¬El_C,¬92203,¬Reverted edits by [[Special:Contributions/194.47.215.48|194.47.215.48]] ([[User talk:194.47.215.48|talk]]) to last version by 84.66.226.18 ,¬0
,,,,,Game_theory,¬2006-01-13T19:00:28Z,¬ip:217.24.242.214,¬ip:217.24.242.214,¬,¬0
,,,,,Game_theory,¬2006-01-13T19:01:04Z,¬Bluemoose,¬178836,¬rvv bad cat changes ,¬0
,,,,,Game_theory,¬2006-01-13T19:01:48Z,¬Bluemoose,¬178836,¬fix vandalism ,¬0
,,,,,Game_theory,¬2006-01-13T19:23:49Z,¬TeenFreak07,¬786681,¬,¬0
,,,,,Game_theory,¬2006-01-13T19:24:27Z,¬Curps,¬44727,¬Reverted edits by [[Special:Contributions/TeenFreak07|TeenFreak07]] ([[User talk:TeenFreak07|talk]]) to last version by Bluemoose ,¬0
,,,,,Game_theory,¬2006-01-13T19:42:14Z,¬ip:70.65.135.214,¬ip:70.65.135.214,¬,¬0
,,,,,Game_theory,¬2006-01-13T19:42:43Z,¬Wiki_alf,¬303874,¬Reverted edits by [[Special:Contributions/70.65.135.214|70.65.135.214]] ([[User talk:70.65.135.214|talk]]) to last version by Curps ,¬0
,,,,,Game_theory,¬2006-01-13T19:50:43Z,¬ip:66.210.55.82,¬ip:66.210.55.82,¬,¬0
,,,,,Game_theory,¬2006-01-13T19:50:59Z,¬Wiki_alf,¬303874,¬Reverted edits by [[Special:Contributions/66.210.55.82|66.210.55.82]] ([[User talk:66.210.55.82|talk]]) to last version by Wiki alf ,¬0
,,,,,Game_theory,¬2006-01-13T19:51:34Z,¬ip:66.210.55.82,¬ip:66.210.55.82,¬,¬0
,,,,,Game_theory,¬2006-01-13T19:52:17Z,¬Bluemoose,¬178836,¬Reverted edits by [[Special:Contributions/66.210.55.82|66.210.55.82]] ([[User talk:66.210.55.82|talk]]) to last version by Wiki alf ,¬0
,,,,,Game_theory,¬2006-01-13T20:02:05Z,¬ip:143.250.2.10,¬ip:143.250.2.10,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:02:38Z,¬ip:143.250.2.10,¬ip:143.250.2.10,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:11:10Z,¬GabrielAPetrie,¬91028,¬there it is ,¬0
,,,,,Game_theory,¬2006-01-13T20:12:09Z,¬ip:216.126.129.34,¬ip:216.126.129.34,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:12:44Z,¬ip:216.126.129.34,¬ip:216.126.129.34,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:15:31Z,¬MisfitToys,¬58947,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:16:19Z,¬MisfitToys,¬58947,¬/* Representation of games */ ,¬0
,,,,,Game_theory,¬2006-01-13T20:17:18Z,¬Arbor,¬217058,¬Piped Nobel Prize link to [[Bank of Sweden Prize in Economic Sciences in Memory of Alfred Nobel]] ,¬0
,,,,,Game_theory,¬2006-01-13T20:17:37Z,¬MisfitToys,¬58947,¬/* Types of games */ ,¬0
,,,,,Game_theory,¬2006-01-13T20:17:56Z,¬ip:80.5.138.114,¬ip:80.5.138.114,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:18:39Z,¬TomTheHand,¬165715,¬rv vandalism ,¬0
,,,,,Game_theory,¬2006-01-13T20:24:54Z,¬ip:67.102.43.70,¬ip:67.102.43.70,¬/* Representation of games */ ,¬0
,,,,,Game_theory,¬2006-01-13T20:31:21Z,¬Kungfuadam,¬404042,¬/* Extensive form */ ,¬0
,,,,,Game_theory,¬2006-01-13T20:40:39Z,¬ip:64.250.194.170,¬ip:64.250.194.170,¬,¬0
,,,,,Game_theory,¬2006-01-13T20:53:15Z,¬ip:134.117.187.192,¬ip:134.117.187.192,¬I can count to purple line removed ,¬0
,,,,,Game_theory,¬2006-01-13T20:58:19Z,¬Kzollman,¬166829,¬removing all the vandalism ,¬0
,,,,,Game_theory,¬2006-01-13T21:02:14Z,¬Kzollman,¬166829,"¬removing ""theory of everything"" sentence ",¬0
,,,,,Game_theory,¬2006-01-13T21:57:02Z,¬ip:128.208.226.187,¬ip:128.208.226.187,¬/* History of game theory */ ,¬0
,,,,,Game_theory,¬2006-01-13T21:58:29Z,¬ip:128.208.226.187,¬ip:128.208.226.187,¬/* History of game theory */ ,¬0
,,,,,Game_theory,¬2006-01-13T22:13:36Z,¬ip:82.39.114.111,¬ip:82.39.114.111,¬,¬0
,,,,,Game_theory,¬2006-01-13T22:16:40Z,¬Dcabrilo,¬89056,¬rm nonsense ,¬0
,,,,,Game_theory,¬2006-01-13T22:30:56Z,¬ip:24.225.247.110,¬ip:24.225.247.110,¬/* Representation of games */ ,¬0
,,,,,Game_theory,¬2006-01-13T22:51:08Z,¬ip:139.133.7.38,¬ip:139.133.7.38,¬,¬0
,,,,,Game_theory,¬2006-01-13T22:51:14Z,¬RexNL,¬241337,¬Reverted edits by [[Special:Contributions/139.133.7.38|139.133.7.38]] ([[User talk:139.133.7.38|talk]]) to last version by 24.225.247.110 ,¬0
,,,,,Game_theory,¬2006-01-13T22:53:32Z,¬Bluemoose,¬178836,¬rvv vandalism properly ,¬0
,,,,,Game_theory,¬2006-01-13T23:33:49Z,¬ip:68.234.23.11,¬ip:68.234.23.11,¬,¬0
,,,,,Game_theory,¬2006-01-13T23:33:58Z,¬RexNL,¬241337,¬Reverted edits by [[Special:Contributions/68.234.23.11|68.234.23.11]] ([[User talk:68.234.23.11|talk]]) to last version by Bluemoose ,¬0
,,,,,Game_theory,¬2006-01-13T23:54:43Z,¬ip:134.121.92.186,¬ip:134.121.92.186,¬/* Perfect information and imperfect information */ ,¬0
,,,,,Game_theory,¬2006-01-13T23:55:38Z,¬ip:134.121.92.186,¬ip:134.121.92.186,¬/* Perfect information and imperfect information */ ,¬0
,,,,,Glycerine,¬2003-08-26T02:40:02Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:40:44Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:41:02Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:41:17Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:42:18Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:50:42Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:52:09Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T02:53:20Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T03:37:46Z,¬Marj_Tiefert,¬27,¬copyedit - but the first sentence under Uses is very unclear. ,¬0
,,,,,Glycerine,¬2003-08-26T03:44:59Z,¬Someone_else,¬3814,¬perhaps a bit better ,¬0
,,,,,Glycerine,¬2003-08-26T16:15:22Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:19:49Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:20:46Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:28:31Z,¬ip:217.226.3.209,¬ip:217.226.3.209,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:38:26Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:39:04Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:50:47Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:51:18Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:51:45Z,¬ip:217.86.20.3,¬ip:217.86.20.3,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:54:19Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:55:13Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:56:18Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T16:57:50Z,¬ip:217.86.28.64,¬ip:217.86.28.64,¬,¬0
,,,,,Glycerine,¬2003-08-26T17:47:15Z,¬Tarquin,¬83,¬,¬0
,,,,,Glycerine,¬2003-08-26T19:21:22Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T19:22:39Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:20:17Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:20:36Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:22:17Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:23:42Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:24:43Z,¬Dante_Alighieri,¬5455,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:26:16Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T20:26:54Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Glycerine,¬2003-08-26T23:40:37Z,¬ip:81.203.98.109,¬ip:81.203.98.109,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T00:18:18Z,¬ip:24.255.125.89,¬ip:24.255.125.89,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T00:20:54Z,¬ip:24.255.125.89,¬ip:24.255.125.89,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T00:48:51Z,¬ip:69.121.99.85,¬ip:69.121.99.85,¬/* Notes */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T00:49:17Z,¬ip:69.121.99.85,¬ip:69.121.99.85,¬/* Early life */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T01:18:09Z,¬CambridgeBayWeather,¬294180,¬Reverted edits by [[Special:Contributions/69.121.99.85|69.121.99.85]] ([[User talk:69.121.99.85|talk]]) to last version by 24.255.125.89 ,¬0
,,,,,Henry_Ford,¬2007-03-01T01:19:03Z,¬CambridgeBayWeather,¬294180,¬Spelling ,¬0
,,,,,Henry_Ford,¬2007-03-01T03:02:49Z,¬ip:76.185.175.117,¬ip:76.185.175.117,¬[[WP:AES|â†]]Replaced page with 'Henry Ford was gay and weird. he made a car. he died wen he saw his neighbor (a woman) naked - he had a stroke...did you know he was a bitch? he was a shit-ass bit...' ,¬0
,,,,,Henry_Ford,¬2007-03-01T03:03:19Z,¬John_Reaves,¬589268,¬Reverted 1 edit by [[Special:Contributions/76.185.175.117|76.185.175.117]] identified as [[WP:VAND|vandalism]] to last revision by [[User:CambridgeBayWeather|CambridgeBayWeather]]. ,¬0
,,,,,Henry_Ford,¬2007-03-01T03:14:57Z,¬BenBurch,¬460609,"¬Mark ""good"" revert version. ",¬0
,,,,,Henry_Ford,¬2007-03-01T14:13:28Z,¬ip:59.92.170.179,¬ip:59.92.170.179,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T15:03:31Z,¬CambridgeBayWeather,¬294180,¬Reverted edits by [[Special:Contributions/59.92.170.179|59.92.170.179]] ([[User talk:59.92.170.179|talk]]) to last version by BenBurch ,¬0
,,,,,Henry_Ford,¬2007-03-01T16:09:26Z,¬ip:24.118.250.172,¬ip:24.118.250.172,¬/* Early life */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T16:59:32Z,¬ip:75.60.251.118,¬ip:75.60.251.118,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T17:00:45Z,¬ip:75.60.251.118,¬ip:75.60.251.118,¬/* Primary sources */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T17:01:01Z,¬Tellyaddict,¬1491617,¬Reverted 2 edits by [[Special:Contributions/75.60.251.118|75.60.251.118]] ([[User talk:75.60.251.118|talk]]) to last revision (111848141) by 24.118.250.172 using [[WP:VPRF|VP]] ,¬0
,,,,,Henry_Ford,¬2007-03-01T17:03:22Z,¬ip:75.60.251.118,¬ip:75.60.251.118,¬/* Ford's international business */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T17:05:47Z,¬Threeafterthree,¬651353,¬rv v ,¬0
,,,,,Henry_Ford,¬2007-03-01T18:03:11Z,¬ip:170.158.18.155,¬ip:170.158.18.155,¬/* Early life */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T18:32:53Z,¬ip:198.209.47.116,¬ip:198.209.47.116,¬/* Death of Edsel Ford */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T18:33:46Z,¬ip:198.209.47.116,¬ip:198.209.47.116,¬/* Early life */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T18:34:40Z,¬ip:198.209.47.116,¬ip:198.209.47.116,¬/* Headline text */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T18:37:14Z,¬ip:198.209.47.116,¬ip:198.209.47.116,¬/* Peace ship */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T18:47:16Z,¬ip:64.213.196.4,¬ip:64.213.196.4,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T19:13:05Z,¬ip:70.126.165.11,¬ip:70.126.165.11,¬Early Years ,¬0
,,,,,Henry_Ford,¬2007-03-01T19:35:07Z,¬Totogrl5,¬3712456,¬,¬0
,,,,,Henry_Ford,¬2007-03-01T19:49:10Z,¬Totogrl5,¬3712456,¬/* Death of a Bitch Edsel Ford */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T19:50:16Z,¬Totogrl5,¬3712456,¬/* Shit ship */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T19:58:49Z,¬Sparkyfire,¬2292836,¬Removal of cuss words. ,¬0
,,,,,Henry_Ford,¬2007-03-01T20:05:53Z,¬Threeafterthree,¬651353,¬/* Ship */ what is a Jewish pacifist? ,¬0
,,,,,Henry_Ford,¬2007-03-01T21:02:45Z,¬Gwern,¬2164608,¬Robot automatycznie usuwa linki zwrotne ,¬0
,,,,,Henry_Ford,¬2007-03-01T23:14:59Z,¬ip:203.114.137.10,¬ip:203.114.137.10,¬/* Further reading documenting Ford's Anti-semitism */ ,¬0
,,,,,Henry_Ford,¬2007-03-01T23:15:26Z,¬Edivorce,¬645017,¬[[WP:AES|â†]]Undid vandal revision 111941163 by [[Special:Contributions/203.114.137.10|203.114.137.10]] ([[User talk:203.114.137.10|talk]]) ,¬0
,,,,,Henry_Ford,¬2007-03-01T23:20:11Z,¬Edivorce,¬645017,¬clean-up various problems ,¬0
,,,,,History_of_Russia,¬2005-02-15T00:45:25Z,¬MisfitToys,¬58947,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T00:46:49Z,¬MisfitToys,¬58947,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T00:46:53Z,¬ip:24.91.216.76,¬ip:24.91.216.76,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T00:48:15Z,¬ip:24.91.216.76,¬ip:24.91.216.76,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T00:48:47Z,¬MisfitToys,¬58947,¬/* Early East Slavs */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T00:51:10Z,¬MisfitToys,¬58947,¬/* Khazaria */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T00:53:19Z,¬Shanes,¬94147,¬rm edits by 24.91.216.76 ,¬0
,,,,,History_of_Russia,¬2005-02-15T00:54:06Z,¬MisfitToys,¬58947,¬/* Kievan Rus' */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T00:54:46Z,¬MisfitToys,¬58947,¬/* Volga Bulgaria */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T01:17:56Z,¬Mikkalai,¬28438,¬/* Peter the Great */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T01:26:20Z,¬Mikkalai,¬28438,¬/* Russian Federation */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T01:39:47Z,¬Mikkalai,¬28438,¬,¬0
 the Terrible */ I'd hardly call Ivan farsighted Ï¬0,,,,,History_of_Russia,¬2005-02-15T02:33:17Z,¬ip:68.107.249.56,¬ip:68.107.249.56,¬/* Ivan IV,
,,,,,History_of_Russia,¬2005-02-15T02:55:29Z,¬172,¬6523,¬Reverted edits by [[Special:Contributions/68.107.249.56|68.107.249.56]] to last version by Mikkalai ,¬0
,,,,,History_of_Russia,¬2005-02-15T02:58:26Z,¬172,¬6523,¬covered later ,¬0
 restoring passage about Stolypin reforms, many smaller edits for consistency or clarity Ï¬0,,,,History_of_Russia,¬2005-02-15T03:10:43Z,¬Italo_Svevo,¬21121,¬untangling the illogical Khazar chronology,
,,,,,History_of_Russia,¬2005-02-15T03:18:21Z,¬172,¬6523,¬there is no longer a consensus behind this view (the orthodox marxist one) that Russia was on the path to capitalism and democracy before the war ,¬0
,,,,,History_of_Russia,¬2005-02-15T04:01:28Z,¬ip:210.9.91.62,¬ip:210.9.91.62,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T04:02:40Z,¬Rhobite,¬82899,¬Reverted edits by [[Special:Contributions/210.9.91.62|210.9.91.62]] to last version by 172 ,¬0
 change it, butr don't delete notable facts Ï¬0,,,,History_of_Russia,¬2005-02-15T04:10:36Z,¬Mikkalai,¬28438,¬these are notable events worth mentioning. if you don't like their evaluation,
 the Terrible */ Grammar Ï¬0,,,,,History_of_Russia,¬2005-02-15T04:20:41Z,¬ip:216.39.145.87,¬ip:216.39.145.87,¬/* Ivan IV,
,,,,,History_of_Russia,¬2005-02-15T04:30:02Z,¬172,¬6523,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T04:50:47Z,¬ip:68.49.184.71,¬ip:68.49.184.71,¬/* References */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T05:00:25Z,¬172,¬6523,¬Reverted edits by [[Special:Contributions/68.49.184.71|68.49.184.71]] to last version by 172 ,¬0
 the Great */ added cross reference to Tsar article Ï¬0,,,,,History_of_Russia,¬2005-02-15T05:03:18Z,¬Xiggelee,¬87126,¬/* Ivan III,
,,,,,History_of_Russia,¬2005-02-15T05:03:10Z,¬172,¬6523,¬/* Russian Federation */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T05:53:23Z,¬Benna,¬135818,¬/* Russian Civil War */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T06:08:43Z,¬ip:128.101.253.54,¬ip:128.101.253.54,"¬Changed ""increased"" to ""increase"" in preamble for tense agreement ",¬0
,,,,,History_of_Russia,¬2005-02-15T06:32:46Z,¬ip:128.101.253.54,¬ip:128.101.253.54,"¬/* Nicholas II and a new revolutionary movement */ ""disciple"" replaced with ""discipline"": poss. vandalism? ",¬0
,,,,,History_of_Russia,¬2005-02-15T06:38:53Z,¬ip:209.239.3.11,¬ip:209.239.3.11,¬/* Golden Horde */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T07:05:25Z,¬Knutux,¬56058,¬interwiki: +lt ,¬0
,,,,,History_of_Russia,¬2005-02-15T07:42:49Z,¬Dhartung,¬136748,¬/* The Romanovs */ Footnotes -> Notes ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:06:59Z,¬Dhartung,¬136748,¬/* Alexander II and the abolition of serfdom */ - wikilink Emancipation article ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:08:34Z,¬Dhartung,¬136748,¬/* Nicholas II and a new revolutionary movement */ Footnotes -> Notes ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:14:11Z,¬ip:130.230.42.87,¬ip:130.230.42.87,¬/* Early East Slavs */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:14:40Z,¬ip:130.230.42.87,¬ip:130.230.42.87,¬/* Khazaria */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:15:59Z,¬Dhartung,¬136748,¬/* Russian Federation */ Footnotes -> Notes ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:18:19Z,¬ip:130.230.42.87,¬ip:130.230.42.87,¬/* Mongol Invasion */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T08:42:15Z,¬SpookyMulder,¬87517,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T09:05:27Z,¬ip:195.1.15.179,¬ip:195.1.15.179,¬/* Changes in Russian society */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T09:05:39Z,¬ip:195.1.15.179,¬ip:195.1.15.179,¬/* Changes in Russian society */ ,¬0
 1809. Ï¬0,,,,,History_of_Russia,¬2005-02-15T09:06:12Z,¬Klehti,¬25898,¬Annexation of Finland,
,,,,,History_of_Russia,¬2005-02-15T12:29:50Z,¬Raul654,¬21013,¬/* Cold War */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T12:30:47Z,¬Raul654,¬21013,¬/* Cold War */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T12:58:22Z,¬172,¬6523,¬/* Ideological schisms and reaction */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T14:16:06Z,¬BBird,¬138142,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T14:40:36Z,¬ip:217.30.125.237,¬ip:217.30.125.237,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T14:43:14Z,¬ip:217.30.125.237,¬ip:217.30.125.237,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T14:44:42Z,¬ip:205.172.12.230,¬ip:205.172.12.230,¬revert vandalism ,¬0
,,,,,History_of_Russia,¬2005-02-15T14:58:14Z,¬Piotrus,¬59002,¬/* World War II */ ilink Polish September Campaign|invaded eastern portions of Poland ,¬0
 can't have history of Russia without him... Ï¬0,,,,,History_of_Russia,¬2005-02-15T15:01:39Z,¬Piotrus,¬59002,¬/* Industrialization and collectivization */ +pic of Stalin,
,,,,,History_of_Russia,¬2005-02-15T15:29:47Z,¬ip:195.212.29.67,¬ip:195.212.29.67,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T15:34:33Z,¬ip:195.212.29.67,¬ip:195.212.29.67,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T17:55:58Z,¬ip:62.252.64.18,¬ip:62.252.64.18,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T18:31:16Z,¬Robert_Nickelby,¬192798,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T18:32:11Z,¬ip:68.5.63.243,¬ip:68.5.63.243,¬,¬0
 back to 62.252.64.18 Ï¬0,,,,,History_of_Russia,¬2005-02-15T18:34:27Z,¬Hadal,¬33103,¬rv vandalism,
,,,,,History_of_Russia,¬2005-02-15T19:05:41Z,¬172,¬6523,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T19:16:17Z,¬172,¬6523,¬/* Industrialization and collectivization */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T19:18:56Z,¬172,¬6523,¬fmt ,¬0
,,,,,History_of_Russia,¬2005-02-15T19:53:52Z,¬Johntex,¬149583,¬/* Related articles */ [[Military history of the Soviet Union]] ,¬0
,,,,,History_of_Russia,¬2005-02-15T20:38:27Z,¬Paranoid,¬25394,"¬The intro sentence was misleading. Russia has many hundreds of nationalities. Saying that Russian history is ""the sum"" of their histories is understating the importance of the Russian state as a whole ",¬0
,,,,,History_of_Russia,¬2005-02-15T20:39:53Z,¬Paranoid,¬25394,¬After 1700s Russian culture was defined as a synthesis of Western + Byzantine + Slavic. ,¬0
 it was elected (albeit not in a straightforward way) by the party. And the parallel with tsarism is misleading, especially as the capital was in St. Petersburg! Ï¬0,,,,History_of_Russia,¬2005-02-15T20:52:42Z,¬Paranoid,¬25394,¬Politburo could not control the Party,
,,,,,History_of_Russia,¬2005-02-15T20:55:26Z,¬Paranoid,¬25394,¬/* Changes in Russian society */ Unfounded claim that emancipation had labour pool increase as a goal removed. ,¬0
,,,,,History_of_Russia,¬2005-02-15T20:56:16Z,¬Paranoid,¬25394,¬/* Changes in Russian society */ spelling ,¬0
,,,,,History_of_Russia,¬2005-02-15T20:59:06Z,¬Paranoid,¬25394,¬/* Changes in Russian society */ NPOVing ,¬0
,,,,,History_of_Russia,¬2005-02-15T21:08:29Z,¬Paranoid,¬25394,¬/* Industrialization and collectivization */ the camps were not so crucial to the industrialisation. And it wasn't set up by the secret police. ,¬0
,,,,,History_of_Russia,¬2005-02-15T21:19:38Z,¬Paranoid,¬25394,¬/* The Khrushchev and Brezhnev years */ Some rewriting regarding consumer goods. ,¬0
,,,,,History_of_Russia,¬2005-02-15T21:21:42Z,¬Paranoid,¬25394,¬/* Impending breakup of the Union */ what fundamental flaws?! That was a systemic crisis. ,¬0
,,,,,History_of_Russia,¬2005-02-15T21:24:50Z,¬Paranoid,¬25394,¬/* The emergence of the Russian republic in the Soviet Union */ removed a questionable sentence. Fixed grammar error. ,¬0
,,,,,History_of_Russia,¬2005-02-15T21:35:22Z,¬Paranoid,¬25394,"¬/* Russian Federation */ what groups??? what roots??? criminal ""Komsomol activists"" were not ""roots of the Soviet system"". And ""red directors"" controlled the minority of companies after privat-n. ",¬0
,,,,,History_of_Russia,¬2005-02-15T22:09:30Z,¬Chris_Edgemon,¬56024,¬minor copyedit ,¬0
,,,,,History_of_Russia,¬2005-02-15T22:13:41Z,¬Itinerant,¬156143,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T23:04:25Z,¬MisfitToys,¬58947,¬,¬0
,,,,,History_of_Russia,¬2005-02-15T23:05:22Z,¬MisfitToys,¬58947,¬/* Early East Slavs */ ,¬0
,,,,,History_of_Russia,¬2005-02-15T23:06:26Z,¬MisfitToys,¬58947,¬/* Khazaria */ ,¬0
