Name,Date,Count,,
David,12/5/2004,19,,
David_Beckham,9/5/2005,10,,
David_Bowie,12/18/2004,22,,
David_Cronenberg,2/16/2007,12,,
David_Deutsch,8/12/2005,44,,
David_Hilbert,2/9/2006,13,,
David_Hume,3/11/2006,13,,
David_Letterman,10/6/2002,10,,
David_Lynch,9/19/2006,11,,
David_Mamet,1/1/2007,14,,
David_Rice_Atchison,12/15/2005,14,,
David_Thompson_(explorer),3/5/2006,10,,
David_Weinberger,7/31/2006,12,,
Davis,11/9/2005,_California,19,
Davy_Jones_(actor),5/24/2007,15,,
Dayton,1/21/2006,_Ohio,17,
DC_Comics,9/27/2005,10,,
DDT,10/22/2002,25,,
Dead_Kennedys,4/27/2006,15,,
Dead_Sea,5/19/2006,14,,
Dean_Koontz,6/3/2005,19,,
Death,10/22/2002,10,,
Death_and_resurrection_of_Jesus,12/27/2001,11,,
Death_metal,5/1/2005,12,,
Debit_card,3/13/2006,18,,
Decca_Navigator_System,4/11/2004,16,,
December,9/27/2007,10,,
December_1,12/1/2003,12,,
December_10,12/9/2005,11,,
December_11,12/11/2005,28,,
December_12,9/13/2005,11,,
December_13,12/13/2004,14,,
December_14,9/14/2005,11,,
December_15,12/15/2004,13,,
December_16,12/16/2003,10,,
December_17,12/17/2003,12,,
December_18,12/17/2004,10,,
December_19,12/20/2005,13,,
December_2,12/2/2005,34,,
December_20,12/20/2004,14,,
December_2003,12/26/2003,16,,
December_21,12/13/2005,10,,
December_22,12/22/2004,15,,
December_24,12/20/2005,10,,
December_25,11/11/2005,25,,
December_26,12/26/2005,15,,
December_27,12/27/2004,20,,
December_28,12/28/2002,10,,
December_29,12/29/2004,10,,
December_3,12/3/2005,17,,
December_30,12/30/2004,13,,
December_31,12/31/2005,26,,
December_4,12/4/2003,11,,
December_5,12/4/2005,19,,
December_6,12/6/2003,10,,
December_7,12/7/2004,12,,
December_8,12/8/2004,10,,
December_9,9/2/2005,17,,
Decibel,1/4/2006,10,,
Declaration_of_independence,7/30/2003,16,,
Declaration_of_Independence_(Israel),2/11/2003,15,,
Declaration_of_the_Rights_of_Man_and_Citizen,10/26/2005,11,,
Deconstruction,5/5/2004,17,,
Dedham,10/29/2004,_Massachusetts,16,
Deep_England,2/16/2002,17,,
Deep_sky_objects,6/13/2002,12,,
Definition,5/28/2006,11,,
Definition_of_music,7/16/2005,13,,
Deforestation,4/29/2005,10,,
Dehydroepiandrosterone,7/31/2007,13,,
Deicide_(band),5/5/2004,11,,
Deism,12/26/2003,15,,
Dejima,11/5/2007,15,,
Delaunay_triangulation,4/7/2005,10,,
Delaware,10/25/2004,10,,
Delft,8/11/2006,11,,
Delicate_Arch,11/24/2006,20,,
Delphi,8/10/2005,10,,
Delphi_programming_language,8/19/2005,10,,
Demeter,11/17/2006,14,,
Demetrius_II_Nicator,12/31/2002,10,,
Demiurge,12/2/2005,18,,
Democide,3/3/2004,18,,
Democracy,1/23/2003,31,,
Democrat,11/8/2006,21,,
Democratic_Progressive_Party,6/22/2005,16,,
Democritus,9/23/2005,12,,
Demographics_of_Bosnia_and_Herzegovina,8/7/2006,13,,
Demographics_of_Egypt,6/9/2004,20,,
Demographics_of_El_Salvador,6/26/2007,15,,
Demographics_of_Germany,6/27/2006,11,,
Demographics_of_Gibraltar,8/4/2007,13,,
Demographics_of_Haiti,8/24/2007,10,,
Demographics_of_Hong_Kong,8/28/2005,16,,
Demographics_of_Puerto_Rico,10/10/2002,10,,
Demography_of_Brazil,3/17/2006,12,,
Demography_of_Canada,6/27/2007,16,,
Demography_of_Ethiopia,7/24/2006,13,,
Demography_of_the_Democratic_Republic_of_the_Congo,8/15/2007,12,,
Demon,1/28/2003,10,,
Dendrite,4/3/2007,13,,
Deng_Xiaoping,12/23/2002,27,,
Denis_Diderot,11/15/2004,10,,
Denis_Leary,10/22/2006,10,,
Dennis_Ritchie,11/26/2003,16,,
Dennis_the_Menace_(UK),9/21/2006,14,,
Density,5/4/2004,10,,
Dentistry,2/10/2006,10,,
Denver,5/24/2005,_Colorado,15,
Denver_Broncos,12/16/2005,11,,
Depeche_Mode,11/12/2004,12,,
Depleted_uranium,5/27/2003,10,,
Deprogramming,7/13/2006,10,,
Depth_of_field,5/10/2007,28,,
Derivative,6/16/2003,11,,
Derry,9/19/2003,14,,
Desert,9/29/2005,14,,
Desertification,1/23/2006,13,,
Desiderius_Erasmus,9/20/2004,10,,
Design,2/1/2007,17,,
Design_Science_License,11/1/2007,10,,
Desi_Arnaz,10/30/2006,13,,
Desktop_environment,8/6/2002,16,,
Desmond_Morris,5/16/2003,15,,
Destroyer,4/16/2007,15,,
Des_Moines,10/22/2007,_Iowa,15,
Detective_fiction,7/19/2006,11,,
Detroit,7/24/2004,_Michigan,19,
Detroit_Lions,4/8/2006,27,,
Detroit_Red_Wings,8/27/2005,10,,
Detroit_Tigers,7/13/2005,17,,
Deus_Ex,6/6/2006,11,,
Deuterium,8/20/2006,13,,
Deuterocanonical_books,7/6/2006,15,,
Deuteronomy,9/26/2007,10,,
Deutschlandlied,7/1/2004,12,,
Developmental_biology,9/21/2006,11,,
Developmental_psychology,11/1/2007,11,,
Devil,11/16/2005,15,,
Devon,1/21/2004,16,,
Devonian,9/14/2006,10,,
Dewey_Decimal_Classification,7/1/2006,10,,
Dharma,4/4/2004,30,,
Dhimmi,12/16/2004,13,,
Dhole,9/15/2006,27,,
Dhyana,12/9/2005,11,,
Diablo_II,7/3/2004,12,,
Diacritic,3/26/2004,17,,
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,7/28/2007,13,,
Dial-up_access,8/25/2003,12,,
Dialect,1/28/2004,32,,
Diamagnetism,12/7/2005,13,,
Diana,3/16/2005,_Princess_of_Wales,11,
Diana_(mythology),5/25/2007,11,,
Diaspora,9/2/2005,10,,
Diatessaron,11/2/2006,10,,
Diatomic_molecule,1/25/2005,13,,
Dice,2/14/2006,12,,
Dictator,1/21/2004,15,,
Dictatorship,7/13/2005,12,,
Dictionary,9/27/2005,17,,
Didgeridoo,7/6/2006,10,,
Diego_Maradona,12/13/2005,12,,
Diesel_engine,2/23/2006,11,,
Diesel_Multiple_Unit,8/19/2007,10,,
Dieting,1/1/2006,30,,
Diffeomorphism,11/5/2007,21,,
Difference_engine,10/30/2006,11,,
Differential_geometry_and_topology,7/23/2006,17,,
Diffie-Hellman_key_exchange,7/1/2004,10,,
Diffraction,12/22/2002,11,,
Diffusion,12/13/2006,10,,
Digamma,2/5/2006,10,,
Digimon,8/27/2004,28,,
Digital,10/3/2005,10,,
Digital_cinema,12/26/2005,10,,
Digital_Equipment_Corporation,7/3/2004,21,,
Digital_library,7/8/2007,10,,
Digital_signal_processing,7/2/2007,12,,
Digital_television,7/19/2003,18,,
Dilbert,7/17/2004,10,,
Dimension,11/17/2005,19,,
Dimensional_analysis,2/26/2006,25,,
Dimethyltryptamine,10/2/2006,94,,
Dimmu_Borgir,11/15/2004,19,,
Diocletian,11/20/2005,17,,
Diode,4/11/2003,11,,
Diophantus,4/26/2006,10,,
Diplodocus,11/25/2006,14,,
Diplomatic_immunity,6/3/2007,10,,
Dipole,11/16/2005,11,,
Diprotodon,2/22/2006,13,,
Dirac_delta_function,9/15/2003,20,,
DirectX,7/26/2006,12,,
Direct_product,11/18/2003,10,,
Dirk_Benedict,1/6/2007,15,,
Disaccharide,9/10/2007,15,,
Disaster,1/16/2005,10,,
Discharge,2/19/2005,10,,
Disco,5/24/2004,19,,
Discordianism,4/27/2005,11,,
Discoveries_of_the_chemical_elements,12/2/2004,11,,
Discrete_Fourier_transform,8/5/2004,11,,
Discrimination,11/30/2001,10,,
Discus_throw,10/27/2007,15,,
Discworld,9/27/2005,12,,
Disc_golf,12/17/2005,10,,
Disc_jockey,6/8/2004,10,,
Disease,12/22/2006,10,,
Disk_operating_system,2/13/2004,11,,
Disk_partitioning,6/8/2002,11,,
Disneyland,1/10/2005,15,,
Disruptive_technology,7/26/2003,11,,
Distance_education,1/13/2006,13,,
Distillation,9/7/2006,19,,
Distinguished_Service_Medal_(Army),11/9/2005,14,,
Distributed_computing,3/5/2005,11,,
Distributism,8/1/2005,32,,
Divination,5/24/2005,11,,
Divine_Right_of_Kings,7/26/2003,13,,
Diving,1/10/2006,10,,
Division_ring,4/3/2006,14,,
Divorce,5/9/2003,12,,
Django_Reinhardt,2/10/2006,19,,
Djibouti,6/1/2005,11,,
Dmitri_Shostakovich,3/26/2004,21,,
DNA_replication,12/23/2006,14,,
Dock,3/26/2006,13,,
Docklands_Light_Railway,1/21/2005,14,,
Doctor_(title),5/21/2004,10,,
Doctor_of_Philosophy,4/26/2006,11,,
Doctor_Syn,6/8/2007,12,,
Doctor_V64,11/27/2006,11,,
Doctrine_and_Covenants,2/7/2005,39,,
Documentary_film,11/14/2005,11,,
Documentary_hypothesis,9/13/2003,10,,
Document_Object_Model,1/21/2005,15,,
Document_Type_Definition,7/7/2002,15,,
Dodecahedron,12/24/2005,19,,
Dodo,6/30/2005,10,,
Dolly_(sheep),2/14/2003,13,,
Dolly_Parton,6/21/2005,12,,
Dolmen,11/16/2006,11,,
Dolphin,11/20/2003,12,,
Domain_name_system,2/6/2004,11,,
Domestic_terrorism,3/8/2006,10,,
Domestic_violence,1/30/2006,18,,
Domination_and_submission,12/15/2005,18,,
Dominatrix,11/13/2007,12,,
Dominican_Republic,7/28/2005,11,,
Donald_Dewar,4/30/2007,13,,
Donald_Duck,4/12/2003,12,,
Donnie_Darko,6/24/2003,14,,
Donora,12/9/2002,_Pennsylvania,10,
Don_Quixote,4/10/2006,13,,
Don_Rosa,2/1/2005,10,,
Doom_(video_game),5/20/2003,12,,
Doonesbury,1/22/2002,12,,
Door,10/12/2006,17,,
Doppler_effect,12/3/2004,16,,
Doraemon,10/5/2005,10,,
Dorians,12/25/2007,12,,
Doris_Day,7/21/2006,11,,
Dorothy_Parker,9/23/2007,11,,
DOS,11/6/2006,12,,
Dot-com_bubble,1/24/2005,10,,
Double-slit_experiment,4/30/2007,12,,
Doublespeak,8/23/2005,11,,
Double_bass,4/2/2005,23,,
Double_jeopardy,4/27/2003,37,,
Douglas_Adams,12/3/2003,10,,
Douglas_Hofstadter,4/1/2007,13,,
Downland,6/25/2003,12,,
Dr._Dre,3/29/2006,13,,
Dr._Seuss,4/1/2006,11,,
Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb,8/3/2002,10,,
Dracula,12/17/2003,10,,
Dragon,11/4/2005,18,,
Dragonfly,9/22/2002,15,,
Dragon_Ball_Z,6/16/2005,11,,
Drag_racing,3/12/2005,14,,
Drake_equation,12/17/2002,10,,
Dravidian_languages,1/18/2006,14,,
Drawing,11/8/2006,11,,
Drew_Barrymore,1/13/2002,16,,
Drexel_University,9/18/2002,28,,
Drinking_game,9/13/2006,12,,
DrinkOrDie,3/15/2005,27,,
Droop_quota,6/25/2003,14,,
Drop_kick,1/1/2006,19,,
Drosophila,11/6/2003,20,,
Drug_of_abuse,6/10/2005,13,,
Drum,11/7/2005,11,,
Drummer,9/19/2002,10,,
Drum_kit,12/11/2005,12,,
Drunkenness,12/4/2003,12,,
Druze,9/6/2004,21,,
Dual-tone_multi-frequency,1/29/2002,15,,
Dual_space,8/19/2006,10,,
Dubbing_(filmmaking),12/28/2006,22,,
Dublin,11/15/2005,15,,
Ducati_Motor_Holding,9/12/2006,23,,
Duck_Hunt,11/21/2006,14,,
Duesberg_hypothesis,9/21/2005,27,,
Duke_Nukem_3D,5/14/2006,12,,
Dumbarton_Bridge_(California),3/1/2006,12,,
Dumpster_diving,10/18/2005,21,,
Dundee,10/17/2004,12,,
Dune,6/28/2007,18,,
Dune_computer_and_video_games,12/14/2005,12,,
Dungeons_&_Dragons,10/29/2002,10,,
Dunstan,8/1/2007,27,,
Duodecimal,9/10/2004,12,,
Durham_(disambiguation),12/24/2002,10,,
Durham_University,11/3/2003,16,,
Durian,2/24/2006,22,,
Durrani_Empire,7/21/2007,13,,
Dutch_language,9/21/2004,11,,
Dwight_D._Eisenhower,7/29/2002,13,,
Dwight_Schultz,9/15/2002,10,,
Dye,7/19/2007,12,,
Dylan,11/3/2005,10,,
Dylan_Thomas,10/19/2005,10,,
Dynamical_system,10/4/2006,13,,
Dynamite,1/30/2006,10,,
Dyslexia,12/24/2003,11,,
Dyson_sphere,1/4/2006,28,,
Dystopia,4/22/2005,13,,
E-mail,10/14/2002,11,,
E-Prime,9/25/2004,16,,
E._B._White,4/27/2007,11,,
E._E._Cummings,4/6/2005,15,,
E._E._Smith,8/12/2006,10,,
E._T._A._Hoffmann,2/10/2006,17,,
Earth,6/14/2002,11,,
Earthquake,12/27/2004,10,,
Earthworm,11/20/2006,21,,
Earth_(classical_element),7/22/2007,15,,
Earth_Liberation_Front,8/24/2003,12,,
EastEnders,11/10/2005,11,,
Easter,5/5/2004,10,,
Eastern_Orthodox_Church,10/27/2004,13,,
Easter_egg,12/13/2005,10,,
Easter_Rising,12/27/2007,14,,
East_Asia,5/10/2004,10,,
East_Germany,6/29/2003,16,,
East_Timor,9/3/2002,11,,
Ebonics,2/27/2003,10,,
Ecclesiastes,6/24/2007,10,,
ECHELON,12/17/2005,15,,
Eclipse,1/7/2007,10,,
Ecology,11/11/2003,23,,
Economics,6/11/2002,15,,
Economic_calculation_problem,3/30/2007,12,,
Economy_of_Afghanistan,12/30/2006,13,,
Economy_of_Angola,7/24/2007,24,,
Economy_of_Brazil,1/11/2005,10,,
Economy_of_Burkina_Faso,3/11/2004,11,,
Economy_of_Canada,10/19/2006,10,,
Economy_of_Costa_Rica,12/23/2007,16,,
Economy_of_Cuba,7/24/2006,12,,
Economy_of_Djibouti,5/11/2007,10,,
Economy_of_Egypt,8/27/2007,40,,
Economy_of_Gibraltar,2/24/2007,20,,
Economy_of_Japan,3/15/2007,10,,
Economy_of_Romania,9/9/2007,10,,
Economy_of_the_Bahamas,8/27/2004,10,,
Economy_of_the_Czech_Republic,9/10/2007,10,,
Ecosystem,2/21/2007,12,,
Ecuador,1/13/2006,12,,
Ecumenical_council,12/8/2003,10,,
Eden_Project,9/26/2007,15,,
Edgar_Allan_Poe,3/17/2005,10,,
Edgar_Rice_Burroughs,10/8/2007,17,,
Edinburgh,9/10/2004,12,,
Edmund_Burke,1/22/2003,10,,
Edmund_Stoiber,1/18/2007,21,,
Edna_St._Vincent_Millay,7/28/2003,10,,
Education,12/2/2005,11,,
Educational_psychology,6/5/2005,10,,
Education_reform,1/21/2006,12,,
Edvard_Munch,8/3/2004,11,,
Edward_D._Wood,4/24/2006,_Jr.,11,
Edward_de_Vere,12/18/2005,_17th_Earl_of_Oxford,17,
Edward_Gibbon,9/20/2006,11,,
Edward_Jenner,1/30/2006,31,,
Edward_VIII_abdication_crisis,1/11/2003,10,,
Edward_VI_of_England,10/26/2005,17,,
Edwin_Howard_Armstrong,3/16/2007,25,,
Edwin_Hubble,5/2/2007,10,,
EFnet,6/27/2005,22,,
EFTPOS,10/5/2005,23,,
Egg,2/14/2004,26,,
Egoism,9/2/2005,30,,
Eiffel_(programming_language),8/20/2006,38,,
Eiffel_Tower,7/23/2003,20,,
Eight-ball,1/13/2007,10,,
Eighteenth_Amendment_to_the_United_States_Constitution,8/10/2002,11,,
Einsteinium,11/1/2007,10,,
Eleanor_of_Aquitaine,3/18/2006,13,,
Eleanor_Roosevelt,1/17/2006,11,,
Election,4/11/2004,12,,
Electrical_engineering,9/30/2005,14,,
Electrical_telegraph,6/6/2006,25,,
Electricity,3/30/2004,10,,
Electricity_generation,4/24/2007,21,,
Electric_charge,3/4/2004,12,,
Electric_current,5/16/2006,10,,
Electric_guitar,2/10/2006,14,,
Electric_Light_Orchestra,6/3/2006,17,,
Electric_motor,1/17/2003,11,,
Electrochemistry,1/30/2006,25,,
Electrode,3/26/2003,14,,
Electromagnetic_field,3/24/2004,14,,
Electromagnetic_radiation,6/3/2006,11,,
Electromagnetic_spectrum,11/14/2003,24,,
Electromagnetism,2/8/2003,10,,
Electron,3/1/2007,10,,
Electronegativity,4/24/2007,14,,
Electronics,2/24/2006,14,,
Electronic_amplifier,9/25/2003,15,,
Electronic_art_music,2/19/2005,10,,
Electronic_commerce,12/11/2005,12,,
Electronic_Data_Interchange,12/9/2004,13,,
Electronic_Frontier_Foundation,7/14/2005,16,,
Electronic_music,4/26/2006,11,,
Electronic_musical_instrument,12/15/2001,11,,
Electronvolt,7/11/2006,11,,
Electron_microscope,12/16/2005,10,,
Element,8/13/2003,12,,
Elementary_algebra,3/22/2004,15,,
Elementary_group_theory,12/27/2001,12,,
Elementary_particle,3/24/2004,27,,
Elephant,11/30/2005,10,,
Elevator,2/16/2006,10,,
Elf,4/28/2004,11,,
Elie_Wiesel,4/26/2006,10,,
Elijah,4/4/2007,10,,
Elizabeth_Barrett_Browning,6/20/2007,13,,
Elizabeth_I_of_England,2/13/2004,19,,
Eli_Whitney,3/22/2006,19,,
Ellipse,1/29/2003,17,,
Ellipsis,5/7/2003,16,,
Elliptic_integral,2/6/2005,14,,
Ellis_Island,9/14/2006,31,,
Elo_rating_system,6/28/2003,11,,
Elvis_Costello,4/21/2007,11,,
Elvis_Presley,7/21/2003,11,,
El_Cid,4/10/2006,16,,
El_Ni,3/28/2005,11,,
El_Salvador,1/19/2005,10,,
Emancipation_Proclamation,5/24/2006,18,,
Embryo_drawing,2/24/2007,23,,
Emerald,6/18/2006,11,,
Emergency_contraception,9/19/2002,15,,
Emil_Kraepelin,12/27/2001,20,,
Emirates_Airline,12/26/2003,10,,
Emma_Goldman,8/29/2006,17,,
Emory_University,1/17/2003,11,,
Emoticon,8/19/2004,11,,
Emotion,5/2/2007,10,,
Emperor,7/4/2005,17,,
Emperor_of_Japan,2/19/2003,11,,
Empire,2/12/2007,12,,
Empire_of_Atlantium,12/31/2002,11,,
Empire_State_Building,7/4/2005,12,,
Empiricism,4/3/2006,84,,
Emulator,3/29/2006,18,,
Encyclop,4/1/2005,10,,
Encyclopedia,10/15/2005,10,,
Endangered_species,12/9/2006,11,,
Endocrine_system,1/17/2007,10,,
Endocrinology,3/29/2006,11,,
Endoplasmic_reticulum,3/3/2004,17,,
End_of_the_world_(religion),8/18/2002,12,,
Energy,5/22/2004,14,,
Engelbert_Dollfuss,3/22/2006,15,,
Engine,9/6/2005,18,,
Engineering,4/14/2003,11,,
England,1/17/2002,13,,
England_national_football_team,10/8/2005,14,,
English,10/26/2006,13,,
English_Channel,7/13/2007,12,,
English_Civil_War,4/6/2005,22,,
English_in_the_Commonwealth_of_Nations,3/26/2006,10,,
English_orthography,11/8/2006,12,,
English_words_with_uncommon_properties,5/8/2004,15,,
Enigma_machine,7/23/2004,10,,
Enjambment,7/18/2003,14,,
Enki,2/25/2006,10,,
Enlightenment,10/26/2005,11,,
Ennio_Morricone,9/14/2005,19,,
Enniskillen,1/13/2007,10,,
Enola_Gay,11/2/2007,11,,
Enrico_Fermi,11/28/2004,10,,
Enron,12/9/2004,14,,
Enterprise_resource_planning,12/23/2005,10,,
Entertainment,3/18/2006,21,,
Enthalpy,6/27/2006,12,,
Entropy,7/24/2005,16,,
Enver_Hoxha,5/17/2004,11,,
Environmentalist,5/29/2005,10,,
Environmental_skepticism,8/4/2007,15,,
Enya,7/15/2005,15,,
Enzyme,3/21/2004,26,,
Eon_(geology),3/5/2005,19,,
Epcot,12/23/2002,19,,
Ephesus,10/1/2007,12,,
Epictetus,9/16/2007,13,,
Epic_poetry,1/13/2006,13,,
Epilepsy,8/28/2005,15,,
Epiphenomenalism,1/15/2006,20,,
Episcopal_Church_in_the_United_States_of_America,12/23/2005,14,,
Episcopal_polity,6/21/2006,16,,
Epistemology,12/8/2003,13,,
Epistle_of_James,6/20/2007,24,,
Epistle_of_Jude,9/7/2003,12,,
Epitaph,8/31/2003,10,,
Equal_temperament,9/22/2003,11,,
Equator,2/16/2006,16,,
Equatorial_Guinea,1/21/2006,11,,
Equidae,12/10/2007,13,,
Equinox,9/24/2006,10,,
Equivalence_relation,8/5/2006,11,,
Erasmus_Darwin,4/28/2007,11,,
Erectile_dysfunction,5/24/2006,12,,
Ergonomics,9/28/2006,12,,
Ericsson,4/26/2007,10,,
Eric_Clapton,1/15/2006,10,,
Erie_Canal,7/10/2005,13,,
Erik_Satie,2/5/2005,15,,
Erin_Brockovich,2/2/2006,12,,
Eris_(mythology),9/14/2006,37,,
Eritrea,10/15/2005,11,,
Erlang_(programming_language),4/16/2005,12,,
Ernest_Hemingway,5/4/2005,14,,
Ernest_Rutherford,9/6/2005,11,,
Ernst_Haeckel,10/26/2006,22,,
Ernst_Kaltenbrunner,4/16/2007,11,,
Erosion,12/16/2005,13,,
Erotica,10/7/2007,16,,
Erotic_art_in_Pompeii_(low_quality),11/16/2002,11,,
Erotic_art_in_Pompeii_and_Herculaneum,11/16/2002,11,,
Errol_Morris,2/18/2006,69,,
Error_detection_and_correction,9/24/2005,16,,
Erwin_Rommel,10/19/2002,10,,
Escape_from_New_York,3/1/2007,10,,
Eschatology,1/15/2002,10,,
Eskimo,1/12/2006,10,,
Esperanto,4/30/2002,10,,
Esperanto_grammar,2/14/2004,38,,
Essay,4/3/2007,20,,
Essendon_Football_Club,4/21/2006,18,,
Essex,3/16/2007,11,,
Ester,8/9/2003,12,,
Estimator,10/12/2005,10,,
Estonia,12/10/2003,10,,
ETA,3/11/2004,21,,
Ethanol,2/9/2006,10,,
Ethan_Allen,11/13/2006,12,,
Ethelred_the_Unready,11/13/2007,10,,
Ethernet,9/14/2002,14,,
Ethics,9/6/2003,13,,
Ethic_of_reciprocity,2/25/2006,18,,
Ethnic_nationalism,8/13/2006,10,,
Ethnocentrism,2/14/2005,14,,
Eton_College,12/4/2002,11,,
Etruscan_language,5/1/2007,39,,
Eucharist,5/28/2004,11,,
Euclid,10/2/2006,13,,
Euclidean_geometry,3/4/2006,63,,
Euclidean_space,12/25/2005,13,,
Eugene,2/8/2005,_Oregon,12,
Eugenics,3/3/2005,11,,
Eukaryote,5/4/2003,15,,
Euler's_formula,3/30/2007,11,,
Euler-Maclaurin_formula,2/12/2003,10,,
Euphemism,12/6/2004,11,,
Euphonium,6/3/2006,11,,
Euphoria_(programming_language),5/19/2004,10,,
Eurasia,5/11/2007,16,,
Eureka_Stockade,5/8/2004,11,,
Euripides,12/3/2005,22,,
Euro,4/12/2004,11,,
Europe,5/20/2004,10,,
European_Broadcasting_Union,12/30/2006,12,,
European_Central_Bank,6/12/2006,11,,
European_Commission,8/29/2007,13,,
European_Company_Statute,7/5/2007,21,,
European_Council,12/15/2005,24,,
European_Parliament,4/13/2007,18,,
European_People's_Party,6/15/2004,13,,
European_Space_Agency,6/5/2005,30,,
European_Union,1/16/2003,18,,
Euroscepticism,2/24/2007,10,,
Eurostar,12/26/2007,14,,
Eurovision_Song_Contest,8/6/2002,11,,
Eusebius_of_Caesarea,12/4/2005,13,,
Euthanasia,5/28/2004,10,,
Evangelicalism,12/13/2003,10,,
Evangelist_(Latter_Day_Saints),9/10/2007,23,,
Evaporation,10/4/2006,13,,
Event_Horizon,12/13/2005,16,,
EverQuest,1/2/2006,21,,
Everything2,11/14/2003,10,,
Eve_Arden,10/27/2005,12,,
Evil,2/2/2006,10,,
Evolution,1/8/2003,18,,
Evolutionarily_stable_strategy,9/10/2006,13,,
Evolutionary_linguistics,11/7/2007,21,,
Evolutionary_psychology,6/28/2007,13,,
Evolutionism,7/21/2004,13,,
Evolution_of_societies,12/22/2001,14,,
Exabyte,2/16/2006,13,,
Excalibur,3/9/2006,10,,
Excommunication,1/13/2006,10,,
Executive_(government),12/10/2007,14,,
Exeter,6/15/2007,10,,
Existence,7/4/2007,13,,
Existentialism,7/2/2004,18,,
Exodus,4/1/2004,16,,
Exon,8/28/2005,12,,
Exothermic,9/10/2007,29,,
Expected_value,10/16/2006,12,,
Experimental_cancer_treatment,8/2/2003,10,,
Expert_system,2/21/2005,15,,
Explosive_material,8/4/2002,17,,
Exposure_(photography),1/12/2003,12,,
EXPTIME,6/2/2002,10,,
Extermination_camp,4/26/2007,11,,
Extinction_event,6/27/2006,11,,
Extrasensory_perception,2/22/2006,11,,
Extrasolar_planet,6/15/2003,12,,
Extraterrestrial_life,10/27/2005,10,,
Extreme_Programming,3/1/2006,20,,
Extreme_sport,6/26/2006,10,,
Exxon,8/24/2007,10,,
ExxonMobil,12/9/2004,12,,
Exxon_Valdez_oil_spill,11/20/2006,11,,
Ex_libris,6/17/2006,10,,
Eyes_Wide_Shut,12/18/2005,13,,
Eye_of_Sauron,1/2/2003,12,,
Ezekiel,2/22/2006,12,,
Ezra,12/9/2006,13,,
E_(mathematical_constant),12/20/2005,19,,
F,8/27/2003,10,,
F-117_Nighthawk,2/2/2007,10,,
F-14_Tomcat,1/8/2005,22,,
F-15_Eagle,7/2/2006,11,,
F-16_Fighting_Falcon,8/6/2006,10,,
F-35_Lightning_II,2/9/2006,14,,
F-4_Phantom_II,12/30/2006,13,,
F-number,1/12/2003,53,,
F.C._Internazionale_Milano,1/19/2005,15,,
Fable,4/19/2007,10,,
Fahrenheit_451,6/3/2007,10,,
Fairy,7/27/2002,12,,
Faith,11/21/2004,19,,
Faith_and_rationality,2/17/2005,11,,
Faith_healing,10/7/2007,18,,
Falklands_War,3/1/2004,21,,
Fallout_shelter,2/26/2006,12,,
False_cognate,11/12/2005,12,,
False_friend,12/2/2003,19,,
Falsifiability,12/1/2001,11,,
Falun_Gong,9/13/2003,13,,
Family_name,9/15/2007,11,,
Fantastic_Four,7/4/2005,15,,
Fantasy_film,5/19/2006,11,,
Fan_fiction,5/20/2006,16,,
Faramir,2/27/2006,24,,
Faribault,12/7/2002,_Minnesota,11,
Faroese_language,11/18/2005,18,,
Faroe_Islands,3/23/2004,10,,
Fart,3/1/2006,15,,
Fascism,3/23/2004,11,,
Fashion,1/17/2006,11,,
Faster-than-light,3/16/2007,11,,
Fast_Fourier_transform,2/1/2003,18,,
FAT,6/8/2002,17,,
Fatah,4/11/2005,13,,
Fatherland,12/9/2001,13,,
Father_Christmas,12/5/2006,15,,
Father_Ted,5/4/2003,11,,
Fats_Domino,11/15/2002,11,,
Fatty_acid,8/28/2003,27,,
Fat_Man,10/31/2005,10,,
Fawlty_Towers,1/13/2006,23,,
Fax,12/17/2005,13,,
FA_Cup,1/28/2006,13,,
FBI_Most_Wanted_Terrorists,9/3/2006,11,,
Fear,12/14/2006,10,,
February,9/15/2006,10,,
February_1,2/2/2007,28,,
February_10,2/9/2006,18,,
February_11,2/11/2007,26,,
February_12,7/24/2005,14,,
February_13,2/13/2005,10,,
February_14,2/14/2005,10,,
February_15,7/24/2005,17,,
February_16,7/24/2005,19,,
February_17,7/24/2005,15,,
February_18,4/26/2007,10,,
February_19,7/25/2005,14,,
February_2,2/2/2007,14,,
February_20,7/26/2005,21,,
February_21,7/26/2005,17,,
February_22,1/20/2006,11,,
February_23,2/24/2007,14,,
February_24,2/24/2005,13,,
February_25,2/25/2006,16,,
February_26,2/26/2006,18,,
February_27,2/27/2006,24,,
February_28,3/1/2007,26,,
February_29,3/1/2004,14,,
February_3,2/3/2007,24,,
February_4,12/11/2004,10,,
February_5,2/8/2003,12,,
February_6,2/6/2003,11,,
February_8,8/29/2007,10,,
February_9,2/9/2006,16,,
Feces,6/26/2005,11,,
Federally_Administered_Tribal_Areas,4/21/2007,26,,
Federal_Bureau_of_Investigation,2/6/2005,25,,
Federal_Reserve_System,11/16/2004,14,,
Federated_States_of_Micronesia,2/25/2004,15,,
Federation_of_Expellees,12/13/2003,15,,
Feedback,5/27/2003,11,,
Felidae,3/25/2002,12,,
Fellatio,6/20/2007,19,,
Female,4/26/2007,11,,
Female_genital_cutting,1/16/2003,13,,
Feminazi,12/11/2001,10,,
Feminism,9/5/2003,12,,
Fencing,10/31/2005,17,,
