,,,AmericanSamoa ,2001-01-19T01:12:51Z ,ip:office.bomis.com ,ip:office.bomis.com ,*  ,1
,,,Berlin ,2006-04-02T17:36:36Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T18:02:51Z ,ip:84.189.102.37 ,ip:84.189.102.37 ,shorter and more common  ,1
,,,Berlin ,2006-04-02T18:06:23Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T18:13:27Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T18:17:57Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T18:34:52Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T18:42:01Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T18:47:26Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
 looks fresh  •1,,,Berlin ,2006-04-02T19:00:51Z ,ip:84.189.102.37 ,ip:84.189.102.37 ,its aquamarine dont kill it ,
,,,Berlin ,2006-04-02T19:05:13Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T19:20:46Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T19:26:27Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T19:28:30Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T19:30:53Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T19:54:45Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T20:09:17Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T20:31:27Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T20:34:03Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T20:40:49Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T21:06:35Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T21:17:25Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T21:21:45Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T21:24:38Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T21:55:09Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T22:12:56Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T22:24:32Z ,ip:84.189.102.37 ,ip:84.189.102.37 ,slimmer and better english  ,1
,,,Berlin ,2006-04-02T22:26:35Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T22:32:03Z ,ip:84.189.102.37 ,ip:84.189.102.37 ,slimmer again  ,1
,,,Berlin ,2006-04-02T22:57:03Z ,ip:84.189.102.37 ,ip:84.189.102.37 ,hope you like the new berlin facelift  ,1
,,,Bach_(disambiguation) ,2004-06-23T02:30:51Z ,Pladask ,14390 ,/* [[Bach family|The Bach Family]] */  ,1
,,,Bach_(disambiguation) ,2004-06-23T02:31:08Z ,Pladask ,14390 , ,1
,,,Bach_(disambiguation) ,2004-06-23T02:38:48Z ,Pladask ,14390 ,#NAME?,1
,,,Bach_(disambiguation) ,2004-06-23T06:51:17Z ,ip:203.199.183.30 ,ip:203.199.183.30 ,/* Other meanings */  ,1
,,,Bach_(disambiguation) ,2004-06-23T06:52:17Z ,ip:203.199.183.30 ,ip:203.199.183.30 ,/* Other meanings */  ,1
,,,Bach_(disambiguation) ,2004-06-23T06:54:28Z ,ip:203.199.183.30 ,ip:203.199.183.30 ,/* Other Bachs */  ,1
,,,Bach_(disambiguation) ,2004-06-23T06:55:17Z ,ip:203.199.183.30 ,ip:203.199.183.30 ,/* Other Bachs */  ,1
,,,Bach_(disambiguation) ,2004-06-23T06:55:54Z ,ip:203.199.183.30 ,ip:203.199.183.30 ,/* Other Bachs */  ,1
,,,Bach_(disambiguation) ,2004-06-23T06:57:06Z ,ip:203.199.183.30 ,ip:203.199.183.30 ,/* Other Bachs */  ,1
,,,Bach_(disambiguation) ,2004-06-23T07:18:48Z ,Dysprosia ,14486 ,fmt  ,1
,,,Brigitte_Bardot ,2007-04-29T00:00:26Z ,Aurorainthesky ,4185490 , ,1
,,,Brigitte_Bardot ,2007-04-29T00:02:38Z ,Aurorainthesky ,4185490 , ,1
,,,Brigitte_Bardot ,2007-04-29T00:04:28Z ,Aurorainthesky ,4185490 ,/* Biography */  ,1
,,,Brigitte_Bardot ,2007-04-29T10:18:42Z ,ip:207.69.139.6 ,ip:207.69.139.6 ,rv edits by Aurorainthesky to last version by 207.69.139.7  ,1
,,,Brigitte_Bardot ,2007-04-29T19:08:08Z ,Aurorainthesky ,4185490 , ,1
,,,Brigitte_Bardot ,2007-04-29T19:08:43Z ,Animum ,2012601 ,Reverted edits by [[Special:Contributions/Aurorainthesky|Aurorainthesky]] to last version by 207.69.139.6  ,1
,,,Brigitte_Bardot ,2007-04-29T20:16:46Z ,Aurorainthesky ,4185490 , ,1
 not sure but i'm playing safe  •1,,,Brigitte_Bardot ,2007-04-29T20:18:27Z ,Shalom ,608951 ,[[WP:UNDO|Undid]] revision 126932178 by [[Special:Contributions/Aurorainthesky|Aurorainthesky]] ([[User talk:Aurorainthesky|talk]]),
,,,Brigitte_Bardot ,2007-04-29T20:23:45Z ,Aurorainthesky ,4185490 ,[[WP:AES|‚Üê]]Blanked the page  ,1
,,,Brigitte_Bardot ,2007-04-29T20:23:49Z ,MartinBot ,2198658 ,BOT - rv [[Special:Contributions/Aurorainthesky|Aurorainthesky]] ([[User talk:Aurorainthesky|talk]]) to last version by YechielMan  ,1
,,,Brigitte_Bardot ,2007-04-29T20:26:51Z ,Aurorainthesky ,4185490 , ,1
,,,Brigitte_Bardot ,2007-04-29T20:27:05Z ,Lemonflash ,4107755 ,Reverted 1 edit by [[Special:Contributions/Aurorainthesky|Aurorainthesky]] identified as [[WP:VAND|vandalism]] to last revision by [[User:MartinBot|MartinBot]]. using [[WP:TWINKLE|TW]]  ,1
,,,Brigitte_Bardot ,2007-04-29T21:24:33Z ,ip:86.140.131.100 ,ip:86.140.131.100 ,"/* Citations */ no such word as ""rightwinged"". it should be ""rightwing""  ",1
,,,Big_Bang ,2005-02-23T00:08:16Z ,MisfitToys ,58947 , ,1
,,,Big_Bang ,2005-02-23T00:12:56Z ,MisfitToys ,58947 ,/* History of the theory */  ,1
,,,Big_Bang ,2005-02-23T00:19:41Z ,MisfitToys ,58947 ,/* Descriptive overview */  ,1
,,,Big_Bang ,2005-02-23T00:20:50Z ,MisfitToys ,58947 ,/* Theoretical underpinnings */  ,1
,,,Big_Bang ,2005-02-23T00:25:09Z ,MisfitToys ,58947 ,/* Supporting evidence */  ,1
,,,Big_Bang ,2005-02-23T00:26:05Z ,MisfitToys ,58947 ,/* The horizon problem */  ,1
,,,Big_Bang ,2005-02-23T00:27:25Z ,MisfitToys ,58947 ,/* Flatness */  ,1
,,,Big_Bang ,2005-02-23T00:29:21Z ,MisfitToys ,58947 ,/* Magnetic monopoles */  ,1
,,,Big_Bang ,2005-02-23T00:33:03Z ,MisfitToys ,58947 ,/* Philosophical and religious interpretations */  ,1
,,,Big_Bang ,2005-02-23T00:35:44Z ,MisfitToys ,58947 ,/* See also */  ,1
,,,Big_Bang ,2005-02-23T01:37:45Z ,Comrade_Tassadar ,121451 , ,1
,,,Big_Bang ,2005-02-23T01:39:39Z ,Comrade_Tassadar ,121451 , ,1
,,,Big_Bang ,2005-02-23T01:41:35Z ,Comrade_Tassadar ,121451 , ,1
,,,Big_Bang ,2005-02-23T01:44:24Z ,Fuelbottle ,34451 , ,1
,,,Big_Bang ,2005-02-23T01:45:29Z ,Fuelbottle ,34451 ,rv  ,1
,,,Big_Bang ,2005-02-23T01:54:56Z ,Comrade_Tassadar ,121451 ,revert  ,1
,,,Big_Bang ,2005-02-23T01:56:26Z ,Fuelbottle ,34451 ,rv  ,1
,,,Big_Bang ,2005-02-23T02:08:18Z ,ip:68.77.162.199 ,ip:68.77.162.199 ,/* History of the theory */  ,1
,,,Big_Bang ,2005-02-23T02:09:57Z ,ip:68.77.162.199 ,ip:68.77.162.199 ,/* History of the theory */  ,1
,,,Big_Bang ,2005-02-23T02:19:37Z ,ip:203.198.237.30 ,ip:203.198.237.30 ,clean up intro (last para)  ,1
,,,Big_Bang ,2005-02-23T02:35:37Z ,ip:130.203.12.72 ,ip:130.203.12.72 ,/* Standard problems */  ,1
,,,Big_Bang ,2005-02-23T02:36:19Z ,ip:130.203.12.72 ,ip:130.203.12.72 ,/* The future according to the Big Bang theory */  ,1
,,,Big_Bang ,2005-02-23T02:38:20Z ,ip:130.203.12.72 ,ip:130.203.12.72 ,/* The future according to the Big Bang theory */  ,1
,,,Big_Bang ,2005-02-23T02:40:41Z ,Rhobite ,82899 ,Reverted edits by [[Special:Contributions/130.203.12.72|130.203.12.72]] to last version by 203.198.237.30  ,1
,,,Big_Bang ,2005-02-23T02:51:22Z ,P3d0 ,15370 ,/* Theoretical underpinnings */ Link to [[Planck Epoch]] because [[Planck units]] doesn't explain the former concept at all  ,1
,,,Big_Bang ,2005-02-23T02:53:45Z ,P3d0 ,15370 ,Again... Link to [[Planck epoch]] because [[Planck units]] doesn't explain the former concept at all  ,1
,,,Big_Bang ,2005-02-23T04:46:14Z ,JeremyLydellHaugen ,95154 ,/* See also */  ,1
,,,Big_Bang ,2005-02-23T04:46:36Z ,Shanes ,94147 ,wfy  ,1
,,,Big_Bang ,2005-02-23T05:00:28Z ,Jacobolus ,166386 ,"/* See also */ skipped redirect ""big bounce""  ",1
 superliminal expansion doesn't violate relativity  •1,,,Big_Bang ,2005-02-23T06:00:08Z ,ip:220.244.224.8 ,ip:220.244.224.8 ,/* The horizon problem */ lack of demonstrable mechnism to turn inflation on or off. great success --> verified predictions,
,,,Big_Bang ,2005-02-23T06:06:21Z ,ip:220.244.224.8 ,ip:220.244.224.8 ,/* Beyond the Big Bang */ dissenting links  ,1
,,,Big_Bang ,2005-02-23T06:42:15Z ,ScienceApologist ,105537 ,rv -- Graceful exit is not really a problem with slow-roll. The dissenting links do not belong on this page.  ,1
,,,Big_Bang ,2005-02-23T09:32:29Z ,Kosebamse ,7361 ,concerns -> describes  ,1
 clarify usage (better markup for this, anybody?)  •1,,Big_Bang ,2005-02-23T09:47:20Z ,Kosebamse ,7361 ,link billion,
,,,Big_Bang ,2005-02-23T12:54:14Z ,ip:130.85.243.42 ,ip:130.85.243.42 , ,1
,,,Big_Bang ,2005-02-23T13:59:58Z ,Edaelon ,10734 ,"Added link to the ""an open letter to the scientific community""  ",1
,,,Big_Bang ,2005-02-23T14:21:54Z ,L33tminion ,104988 ,/* The future according to the Big Bang theory */  ,1
 where it belongs  •1,,,Big_Bang ,2005-02-23T14:31:38Z ,ip:67.172.158.8 ,ip:67.172.158.8 ,/* External links and references */ removed open letter. It is found on the non-standard cosmology page,
,,,Big_Bang ,2005-02-23T14:34:14Z ,ip:67.172.158.8 ,ip:67.172.158.8 ,a --> the (since it is the only scientific theory that adequately describes it)  ,1
,,,Big_Bang ,2005-02-23T14:38:28Z ,ip:67.172.158.8 ,ip:67.172.158.8 ,/* Standard problems */ revmoed redundancy of p. physics critique of inflation that was in horizon problem AND intro.  ,1
,,,Big_Bang ,2005-02-23T14:53:11Z ,ip:68.174.157.23 ,ip:68.174.157.23 , ,1
,,,Big_Bang ,2005-02-23T15:11:57Z ,Larman ,192258 , ,1
,,,Big_Bang ,2005-02-23T16:10:06Z ,ip:70.17.0.103 ,ip:70.17.0.103 ,/* Cosmic microwave background radiation */  ,1
,,,Big_Bang ,2005-02-23T16:29:14Z ,ip:138.162.128.37 ,ip:138.162.128.37 , ,1
,,,Big_Bang ,2005-02-23T16:35:59Z ,ip:205.222.247.56 ,ip:205.222.247.56 , ,1
,,,Big_Bang ,2005-02-23T16:36:53Z ,ip:205.222.247.56 ,ip:205.222.247.56 , ,1
,,,Big_Bang ,2005-02-23T16:43:27Z ,Pd_THOR ,138667 ,vandalistic revision  ,1
,,,Big_Bang ,2005-02-23T18:16:47Z ,ip:4.250.201.74 ,ip:4.250.201.74 ,/* Theoretical underpinnings */  ,1
,,,Big_Bang ,2005-02-23T18:18:42Z ,ip:4.250.201.74 ,ip:4.250.201.74 ,/* Theoretical underpinnings */  ,1
,,,Big_Bang ,2005-02-23T18:21:09Z ,ip:4.250.201.74 ,ip:4.250.201.74 ,/* Theoretical underpinnings */  ,1
,,,Big_Bang ,2005-02-23T18:27:30Z ,ip:4.250.201.74 ,ip:4.250.201.74 ,"Space is created as time passes. Objects become farther away from each other. They are NOT ""exploding"" away from each other. Space is being created between them.  ",1
,,,Big_Bang ,2005-02-23T18:37:21Z ,KeyStroke ,82083 ,/* Philosophical and religious interpretations */ gap creationism  ,1
 they develop  •1,,,Big_Bang ,2005-02-23T19:50:22Z ,KeyStroke ,82083 ,the universe and galaxies do not evolve,
 they develop  •1,,,Big_Bang ,2005-02-23T20:04:16Z ,KeyStroke ,82083 ,galaxies do not evolve,
,,,Big_Bang ,2005-02-23T20:16:46Z ,ip:161.97.202.103 ,ip:161.97.202.103 ,"rv -- to version by PDThor. Removed gap creationism (which is totally irrelevant to the Big Bang as an idea and is just a POV jab at evolution) and ""development"" erroneous recompilation. See talk.  ",1
,,,Big_Bang ,2005-02-23T20:38:08Z ,Joke137 ,184529 ,reverting properly -- last rv got truncated  ,1
,,,Big_Bang ,2005-02-23T20:43:00Z ,Bcrowell ,6286 ,distinguishing speculation from fact re proton decay and the fate of the universe  ,1
,,,Big_Bang ,2005-02-23T20:46:36Z ,Joke137 ,184529 ,"Small edits -- nb ""supporting evidence"" is redundant  ",1
,,,Big_Bang ,2005-02-23T21:28:02Z ,Joke137 ,184529 ,rewrote and corrected ==The future according to the Big Bang theory==  ,1
,,,Big_Bang ,2005-02-23T21:44:49Z ,ip:206.15.228.206 ,ip:206.15.228.206 , ,1
,,,Big_Bang ,2005-02-23T21:46:57Z ,Angela ,8551 ,Reverted edits by [[Special:Contributions/206.15.228.206|206.15.228.206]] to last version by Joke137  ,1
,,,Big_Bang ,2005-02-23T21:50:15Z ,ip:12.218.139.81 ,ip:12.218.139.81 , ,1
,,,Big_Bang ,2005-02-23T21:52:44Z ,Joke137 ,184529 ,rv vandalism  ,1
,,,Big_Bang ,2005-02-23T22:15:53Z ,ip:83.235.20.207 ,ip:83.235.20.207 ,/* Descriptive overview */  ,1
,,,Big_Bang ,2005-02-23T22:18:13Z ,Ahoerstemeier ,7580 ,Reverted edits by [[Special:Contributions/83.235.20.207|83.235.20.207]] to last version by Joke137  ,1
,,,Big_Bang ,2005-02-23T22:55:35Z ,ip:69.138.51.214 ,ip:69.138.51.214 , ,1
,,,Big_Bang ,2005-02-23T22:57:12Z ,ip:69.138.51.214 ,ip:69.138.51.214 , ,1
,,,Big_Bang ,2005-02-23T23:03:36Z ,GregorB ,179697 ,/* Dark energy */ Disambiguation  ,1
,,,Big_Bang ,2005-02-23T23:07:29Z ,Paxsimius ,191556 ,rmv vandalism of 69.138.51.214  ,1
,,,Big_Bang ,2005-02-23T23:08:32Z ,Violetriga ,90192 ,rv. blanking and duplications  ,1
,,,Big_Bang ,2005-02-23T23:49:59Z ,Shanes ,94147 ,/* Dark energy */ disambig  ,1
,,,Benelux ,2005-04-05T14:36:07Z ,ip:84.195.189.75 ,ip:84.195.189.75 , ,1
,,,Benelux ,2005-04-05T14:39:58Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T14:53:50Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T14:56:13Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:28:57Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:32:13Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:35:24Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:35:56Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:36:40Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:43:56Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:44:56Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:45:42Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:51:14Z ,Tomakkermans ,229447 , ,1
,,,Benelux ,2005-04-05T20:52:16Z ,Tomakkermans ,229447 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T00:28:55Z ,Attilios ,428795 ,who is that jerk?  ,1
 what a vandalism that slipped in unnoticed!!!  •1,,,Battle_of_Stalingrad ,2007-02-02T00:30:25Z ,Attilios ,428795 ,rvv Lori-sue Finally,
,,,Battle_of_Stalingrad ,2007-02-02T00:32:15Z ,Attilios ,428795 ,/* In the city‚Äîthe Battle Begins */ title and image placing  ,1
,,,Battle_of_Stalingrad ,2007-02-02T00:51:11Z ,Bill_Huffman ,2640875 ,provide fact reference  ,1
,,,Battle_of_Stalingrad ,2007-02-02T01:41:37Z ,ip:66.32.186.218 ,ip:66.32.186.218 ,/* '''Operation Blau''' / Blue */  ,1
 instead of a non-existant article.  •1,,,Battle_of_Stalingrad ,2007-02-02T05:19:44Z ,Pcrackenhead ,1551984 ,Changed German Field Marshal to find the list of German Field Marshals,
,,,Battle_of_Stalingrad ,2007-02-02T07:15:24Z ,ip:129.74.117.98 ,ip:129.74.117.98 ,/* Beginning of the battle */ Fact-removal (in memoirs)  ,1
,,,Battle_of_Stalingrad ,2007-02-02T10:56:00Z ,ip:82.133.79.7 ,ip:82.133.79.7 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T11:55:37Z ,ip:141.241.29.56 ,ip:141.241.29.56 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T12:31:32Z ,ip:167.202.196.71 ,ip:167.202.196.71 ,/* Beginning of the battle */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T12:39:40Z ,Pukkie ,1086446 ,"/* The Soviet [[Counterattack|Counteroffensive]] */ changed ""the brilliant Soviet pincer attack"" to ""the Soviet pincer attack"". Shorter and more factual. ~~~~  ",1
,,,Battle_of_Stalingrad ,2007-02-02T15:03:23Z ,ip:207.144.223.66 ,ip:207.144.223.66 ,/* Soviet victory */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T15:06:26Z ,ip:207.144.223.66 ,ip:207.144.223.66 ,/* Soviet victory */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T15:52:55Z ,ip:207.144.223.66 ,ip:207.144.223.66 ,/* Beginning of the battle */  ,1
 see Antony Beevor Stalingrad  •1,,,Battle_of_Stalingrad ,2007-02-02T16:11:53Z ,ip:80.5.212.248 ,ip:80.5.212.248 ,This is just an interesting fact,
,,,Battle_of_Stalingrad ,2007-02-02T16:41:04Z ,Raineybt ,774736 ,/* Stalingrad diet */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T16:44:43Z ,Jayanta_Sen ,551655 ,/* Beginning of the battle */ Rv vandalism  ,1
,,,Battle_of_Stalingrad ,2007-02-02T17:17:31Z ,ip:80.5.212.248 ,ip:80.5.212.248 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T17:35:26Z ,Zeisseng ,2606524 ,/* Beginning of the battle */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T17:54:34Z ,ip:24.191.103.206 ,ip:24.191.103.206 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T20:02:08Z ,ip:164.64.74.45 ,ip:164.64.74.45 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T20:03:34Z ,ip:164.64.74.45 ,ip:164.64.74.45 , ,1
,,,Battle_of_Stalingrad ,2007-02-02T20:04:22Z ,ip:164.64.74.45 ,ip:164.64.74.45 , ,1
 though it's certainly likely enough. However, bolding it makes it anti-Communist POV.  •1,,Battle_of_Stalingrad ,2007-02-02T20:08:47Z ,NewEnglandYankee ,2691489 ,This really needs a citation,
,,,Battle_of_Stalingrad ,2007-02-02T20:20:34Z ,Vidor ,1439530 ,/* Beginning of the battle */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T20:35:46Z ,Vidor ,1439530 ,/* The Soviet [[Counterattack|Counteroffensive]] */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T20:38:47Z ,Vidor ,1439530 ,/* Soviet victory */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T21:42:47Z ,Tmangray ,959486 ,/* '''Operation Blau''' / Blue */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T21:48:07Z ,Clemwang ,71374 ,Added link to White movement; clarify reference to Tsaritsyn by rewording phrase.  ,1
,,,Battle_of_Stalingrad ,2007-02-02T21:51:56Z ,Clemwang ,71374 ,Added link to 1.Panzer-Armee  ,1
,,,Battle_of_Stalingrad ,2007-02-02T22:47:56Z ,Bundlebum ,3438204 ,/* Importance of Stalingrad */  ,1
,,,Battle_of_Stalingrad ,2007-02-02T23:05:32Z ,DMorpheus ,459958 ,Rv POVish edit  ,1
,,,Battle_of_Stalingrad ,2007-02-02T23:43:07Z ,ip:72.136.66.55 ,ip:72.136.66.55 , ,1
,,,Bestiality ,2006-07-09T17:03:47Z ,BabyNuke ,247647 ,start of own article  ,1
,,,Bestiality ,2006-07-09T17:10:25Z ,BabyNuke ,247647 ,added section from zoo intro  ,1
,,,Bestiality ,2006-07-09T17:16:24Z ,BabyNuke ,247647 ,law from zoophilia  ,1
,,,Bestiality ,2006-07-09T17:24:26Z ,BabyNuke ,247647 ,added health and safety from zoo article  ,1
,,,Bestiality ,2006-07-09T17:28:34Z ,BabyNuke ,247647 ,added porn from zoophilia article  ,1
,,,Bestiality ,2006-07-09T17:38:37Z ,BabyNuke ,247647 ,zoophiles  ,1
,,,Bestiality ,2006-07-09T17:38:59Z ,BabyNuke ,247647 , ,1
,,,Bestiality ,2006-07-09T20:00:39Z ,BabyNuke ,247647 ,references  ,1
,,,Bestiality ,2006-07-09T20:04:40Z ,BabyNuke ,247647 ,see also  ,1
,,,Bestiality ,2006-07-09T20:12:11Z ,BabyNuke ,247647 ,/* Legal status */ not liberal per definition  ,1
,,,Background_radiation ,2007-02-16T18:59:11Z ,Tetsuo ,310142 ,/* Natural background radiation - added information that coal burning releases radioactive elements */  ,1
,,,Background_radiation ,2007-02-16T19:07:44Z ,Tetsuo ,310142 ,/* Natural background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:13:09Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Natural background radiation -adding refs*/  ,1
,,,Background_radiation ,2007-02-16T19:14:40Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Natural background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:18:33Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Natural background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:23:14Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Natural background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:30:01Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:32:34Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation- added details about radioactive emissions from coal burning */  ,1
,,,Background_radiation ,2007-02-16T19:34:44Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:37:44Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:38:42Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:39:24Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation */  ,1
,,,Background_radiation ,2007-02-16T19:45:20Z ,ip:24.206.229.56 ,ip:24.206.229.56 ,/* Human-caused background radiation */  ,1
,,,Cauchy_sequence ,2006-05-07T00:57:21Z ,Gene_Ward_Smith ,39844 ,/* Completeness */ Starting completions  ,1
,,,Cauchy_sequence ,2006-05-07T01:37:17Z ,Gene_Ward_Smith ,39844 ,/* Completions */ Sum of Cauchy sequences  ,1
,,,Cauchy_sequence ,2006-05-07T02:03:28Z ,Gene_Ward_Smith ,39844 ,/* Completions */ Cauchy sequences as ring  ,1
,,,Cauchy_sequence ,2006-05-07T02:41:34Z ,Gene_Ward_Smith ,39844 ,/* Completions */ ideal of null sequences  ,1
,,,Cauchy_sequence ,2006-05-07T03:19:56Z ,Gene_Ward_Smith ,39844 ,/* Completions */ Domains and fields  ,1
,,,Cauchy_sequence ,2006-05-07T03:23:08Z ,Gene_Ward_Smith ,39844 ,/* References */ Bourbaki  ,1
,,,Cauchy_sequence ,2006-05-07T03:23:42Z ,Gene_Ward_Smith ,39844 ,/* References */  ,1
,,,Cauchy_sequence ,2006-05-07T03:29:57Z ,Gene_Ward_Smith ,39844 ,/* Completions */  ,1
,,,Cauchy_sequence ,2006-05-07T03:33:38Z ,Gene_Ward_Smith ,39844 ,/* References */ Category  ,1
,,,Cauchy_sequence ,2006-05-07T03:37:18Z ,Gene_Ward_Smith ,39844 ,intro stuff  ,1
,,,Cauchy_sequence ,2006-05-07T03:48:29Z ,Gene_Ward_Smith ,39844 ,/* Completions */ sum of null sequences  ,1
,,,Cauchy_sequence ,2006-05-07T03:49:06Z ,Gene_Ward_Smith ,39844 ,/* Completions */  ,1
,,,Cathode ,2006-03-29T16:59:48Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:00:57Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:02:32Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:03:55Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:06:05Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:06:36Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:07:14Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:08:04Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:30:56Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:49:23Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:56:06Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:56:37Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:58:12Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T17:59:48Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T18:00:36Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
,,,Cathode ,2006-03-29T18:00:52Z ,ip:137.112.248.108 ,ip:137.112.248.108 , ,1
